,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
184,Jaxon Smith-Njigba,Sea,WR,L 13-30,9.1,0,0,0,0,0,0,3,13,0,5,0,0,0,4.3,0,0,LAR,Home,9/12/2023
185,Deonte Harty,Buf,WR,L 16-22,5.6,0,0,0,1,4,0,3,9,0,4,0,0,0,4.3,0,0,NYJ,Away,9/12/2023
186,Brandin Cooks,Dal,WR,W 40-0,11.9,0,0,0,0,0,0,2,22,0,4,0,0,0,4.2,0,0,NYG,Away,9/12/2023
187,Greg Dulcich,Den,TE,L 16-17,7.2,0,0,0,0,0,0,2,22,0,2,0,0,0,4.2,0,0,LV,Home,9/12/2023
188,Laviska Shenault Jr.,Car,WR,L 10-24,6.6,0,0,0,2,5,0,2,16,0,2,0,0,0,4.1,0,0,Atl,Away,9/12/2023
189,Damien Harris,Buf,RB,L 16-22,5.8,0,0,0,1,3,0,2,16,0,2,0,0,0,3.9,0,0,NYJ,Away,9/12/2023
190,Clyde Edwards-Helaire,KC,RB,L 20-21,5.5,0,0,0,6,22,0,1,7,0,1,0,0,0,3.9,0,0,Det,Home,9/12/2023
191,Cade Otton,TB,TE,W 20-17,6.8,0,0,0,0,0,0,2,19,0,3,0,0,0,3.9,0,0,Min,Away,9/12/2023
192,Michael Wilson,Ari,WR,L 16-20,5.4,0,0,0,0,0,0,2,19,0,4,0,0,0,3.9,0,0,Wsh,Away,9/12/2023
193,Connor Heyward,Pit,TE,L 7-30,1.8,0,0,0,0,0,0,2,19,0,4,0,0,0,3.9,0,0,SF,Home,9/12/2023
194,Deon Jackson,FA,RB,,,0,0,0,13,14,0,5,14,0,6,0,2,0,,0,0,,Home,9/12/2023
195,Tyjae Spears,Ten,RB,L 15-16,3.4,0,0,0,3,27,0,1,1,0,4,0,0,0,3.8,0,0,NO,Away,9/12/2023
196,Michael Carter,NYJ,RB,W 22-16,2.6,0,0,0,1,6,0,2,12,0,2,0,0,0,3.8,0,0,Buf,Home,9/12/2023
197,Samori Toure,GB,WR,W 38-20,3.1,0,0,0,0,0,0,2,18,0,3,0,0,0,3.8,0,0,Chi,Away,9/12/2023
198,Jonathan Mingo,Car,WR,L 10-24,9.3,0,0,0,0,0,0,2,17,0,5,0,0,0,3.7,0,0,Atl,Away,9/12/2023
199,Quez Watkins,Phi,WR,W 25-20,3.4,0,0,0,0,0,0,2,17,0,2,0,0,0,3.7,0,0,NE,Away,9/12/2023
200,Will Dissly,Sea,TE,L 13-30,3.6,0,0,0,0,0,0,2,17,0,2,0,0,0,3.7,0,0,LAR,Home,9/12/2023
201,Brock Wright,Det,TE,W 21-20,2.5,0,0,0,0,0,0,2,17,0,2,0,0,0,3.7,0,0,KC,Away,9/12/2023
202,Lawrence Cager,NYG,TE,L 0-40,0,0,0,0,0,0,0,2,17,0,2,0,0,0,3.7,0,0,Dal,Home,9/12/2023
203,Ty Montgomery II,NE,RB,L 20-25,1.4,0,0,0,1,7,0,2,9,0,3,0,0,0,3.6,0,0,Phi,Home,9/12/2023
204,Tyler Scott,Chi,WR,L 20-38,0.5,0,0,0,0,0,0,2,14,0,2,0,0,0,3.4,0,0,GB,Home,9/12/2023
205,Adam Thielen,Car,WR,L 10-24,9.6,0,0,0,0,0,0,2,12,0,2,0,0,0,3.2,0,0,Atl,Away,9/12/2023
206,Jake Funk,Ind,RB,L 21-31,0,0,0,0,2,10,0,1,12,0,1,0,0,0,3.2,0,0,Jax,Home,9/12/2023
207,Joe Burrow,Cin,QB,L 3-24,19.8,82,0,0,1,-1,0,0,0,0,0,0,0,0,3.18,14,31,Cle,Away,9/12/2023
208,Jake Ferguson,Dal,TE,W 40-0,6.7,0,0,0,0,0,0,2,11,0,7,0,0,0,3.1,0,0,NYG,Away,9/12/2023
209,Gary Brightwell,NYG,RB,L 0-40,1.2,0,0,0,1,5,0,2,6,0,2,0,0,0,3.1,0,0,Dal,Home,9/12/2023
210,Anthony McFarland Jr.,Pit,RB,L 7-30,0,0,0,0,0,0,0,2,11,0,2,0,0,0,3.1,0,0,SF,Home,9/12/2023
211,Brycen Hopkins,LAR,TE,W 30-13,2.5,0,0,0,0,0,0,1,21,0,2,0,0,0,3.1,0,0,Sea,Away,9/12/2023
212,Tyler Lockett,Sea,WR,L 13-30,13,0,0,0,0,0,0,2,10,0,4,0,0,0,3,0,0,LAR,Home,9/12/2023
213,Tyler Boyd,Cin,WR,L 3-24,8.1,0,0,0,0,0,0,2,10,0,3,0,0,0,3,0,0,Cle,Away,9/12/2023
214,Austin Hooper,LV,TE,W 17-16,6.3,0,0,0,0,0,0,1,20,0,1,0,0,0,3,0,0,Den,Away,9/12/2023
215,Kalif Raymond,Det,WR,W 21-20,5.3,0,0,0,0,0,0,1,20,0,1,0,0,0,3,0,0,KC,Away,9/12/2023
216,Deven Thompkins,TB,WR,W 20-17,3.9,0,0,0,0,0,0,2,10,0,3,0,0,0,3,0,0,Min,Away,9/12/2023
217,Drew Ogletree,Ind,TE,L 21-31,3.3,0,0,0,0,0,0,1,20,0,2,0,0,0,3,0,0,Jax,Home,9/12/2023
218,Quentin Johnston,LAC,WR,L 34-36,6.2,0,0,0,0,0,0,2,9,0,3,0,0,0,2.9,0,0,Mia,Home,9/12/2023
219,Marvin Mims Jr.,Den,WR,L 16-17,8.7,0,0,0,0,0,0,2,9,0,2,0,0,0,2.9,0,0,LV,Home,9/12/2023
220,DeeJay Dallas,Sea,RB,L 13-30,2.3,0,0,0,2,4,0,1,14,0,1,0,0,0,2.8,0,0,LAR,Home,9/12/2023
221,Ty Chandler,Min,RB,L 17-20,6.5,0,0,0,3,0,0,1,18,0,1,0,0,0,2.8,0,0,TB,Home,9/12/2023
222,Latavius Murray,Buf,RB,L 16-22,1.4,0,0,0,2,8,0,1,9,0,2,0,0,0,2.7,0,0,NYJ,Away,9/12/2023
223,Cole Turner,Wsh,TE,W 20-16,0.5,0,0,0,0,0,0,1,17,0,2,0,0,0,2.7,0,0,Ari,Home,9/12/2023
224,C.J. Ham,Min,RB,L 17-20,1.2,0,0,0,0,0,0,2,7,0,3,0,0,0,2.7,0,0,TB,Home,9/12/2023
225,Ryan Tannehill,Ten,QB,L 15-16,14.5,198,0,3,3,5,0,0,0,0,0,0,0,0,2.42,16,34,NO,Away,9/12/2023
226,Rico Dowdle,Dal,RB,W 40-0,5.1,0,0,0,6,24,0,0,0,0,0,0,0,0,2.4,0,0,NYG,Away,9/12/2023
227,Dalton Schultz,Hou,TE,L 9-25,8.2,0,0,0,0,0,0,2,4,0,4,0,0,0,2.4,0,0,Bal,Away,9/12/2023
228,Donovan Peoples-Jones,Cle,WR,W 24-3,7,0,0,0,0,0,0,1,12,0,2,0,0,0,2.2,0,0,Cin,Home,9/12/2023
229,Patrick Taylor,GB,RB,W 38-20,0,0,0,0,5,22,0,0,0,0,0,0,0,0,2.2,0,0,Chi,Away,9/12/2023
230,Jordan Akins,Cle,TE,W 24-3,1.1,0,0,0,0,0,0,1,12,0,1,0,0,0,2.2,0,0,Cin,Home,9/12/2023
231,Chris Evans,Cin,RB,L 3-24,3.2,0,0,0,2,12,0,1,-1,0,1,0,0,0,2.1,0,0,Cle,Away,9/12/2023
232,Teagan Quitoriano,Hou,TE,L 9-25,3.5,0,0,0,0,0,0,1,11,0,1,0,0,0,2.1,0,0,Bal,Away,9/12/2023
233,Jerick McKinnon,KC,RB,L 20-21,11.2,0,0,0,0,0,0,1,10,0,2,0,0,0,2,0,0,Det,Home,9/12/2023
234,Michael Gallup,Dal,WR,W 40-0,9.4,0,0,0,0,0,0,1,10,0,2,0,0,0,2,0,0,NYG,Away,9/12/2023
235,Boston Scott,Phi,RB,W 25-20,1.6,0,0,0,1,3,0,1,7,0,1,0,0,0,2,0,0,NE,Away,9/12/2023
236,Christian Kirk,Jax,WR,W 31-21,12.3,0,0,0,0,0,0,1,9,0,3,0,0,0,1.9,0,0,Ind,Away,9/12/2023
237,Xavier Hutchinson,Hou,WR,L 9-25,1,0,0,0,0,0,0,1,9,0,1,0,0,0,1.9,0,0,Bal,Away,9/12/2023
238,Colby Parkinson,Sea,TE,L 13-30,1.8,0,0,0,0,0,0,1,8,0,2,0,0,0,1.8,0,0,LAR,Home,9/12/2023
239,Evan Hull,Ind,RB,L 21-31,9,0,0,0,1,1,0,1,6,0,1,0,0,0,1.7,0,0,Jax,Home,9/12/2023
240,Erik Ezukanma,Mia,WR,W 36-34,3,0,0,0,2,17,0,0,0,0,0,0,0,0,1.7,0,0,LAC,Away,9/12/2023
241,Zamir White,LV,RB,W 17-16,2.9,0,0,0,1,2,0,1,5,0,1,0,0,0,1.7,0,0,Den,Away,9/12/2023
242,Jerome Ford,Cle,RB,W 24-3,5.5,0,0,0,15,36,0,0,0,0,0,0,1,0,1.6,0,0,Cin,Home,9/12/2023
243,Matt Breida,NYG,RB,L 0-40,2.7,0,0,0,2,9,0,1,-3,0,1,0,0,0,1.6,0,0,Dal,Home,9/12/2023
244,Justyn Ross,KC,WR,L 20-21,3.6,0,0,0,0,0,0,1,6,0,1,0,0,0,1.6,0,0,Det,Home,9/12/2023
245,Richie James,KC,WR,L 20-21,2.3,0,0,0,0,0,0,1,6,0,2,0,0,0,1.6,0,0,Det,Home,9/12/2023
246,Devin Singletary,Hou,RB,L 9-25,7.5,0,0,0,7,15,0,0,0,0,0,0,0,0,1.5,0,0,Bal,Away,9/12/2023
247,Alec Pierce,Ind,WR,L 21-31,7.5,0,0,0,0,0,0,1,5,0,3,0,0,0,1.5,0,0,Jax,Home,9/12/2023
248,Derius Davis,LAC,WR,L 34-36,0.2,0,0,0,0,0,0,1,5,0,1,0,0,0,1.5,0,0,Mia,Home,9/12/2023
249,DeAndre Carter,LV,WR,W 17-16,0.4,0,0,0,0,0,0,1,5,0,1,0,0,0,1.5,0,0,Den,Away,9/12/2023
250,Isaiah Hodgins,NYG,WR,L 0-40,7.1,0,0,0,0,0,0,1,24,0,3,0,1,0,1.4,0,0,Dal,Home,9/12/2023
251,Joshua Palmer,LAC,WR,L 34-36,4.5,0,0,0,0,0,0,1,4,0,1,0,0,0,1.4,0,0,Mia,Home,9/12/2023
252,Isaiah Likely,Bal,TE,W 25-9,9.2,0,0,0,0,0,0,1,4,0,1,0,0,0,1.4,0,0,Hou,Home,9/12/2023
253,D'Andre Swift,Phi,RB,W 25-20,11.5,0,0,0,1,3,0,1,0,0,2,0,0,0,1.3,0,0,NE,Away,9/12/2023
254,Michael Burton,Den,RB,L 16-17,0.7,0,0,0,0,0,0,1,3,0,1,0,0,0,1.3,0,0,LV,Home,9/12/2023
255,Parris Campbell,NYG,WR,L 0-40,7.2,0,0,0,0,0,0,1,2,0,4,0,0,0,1.2,0,0,Dal,Home,9/12/2023
256,Tyler Conklin,NYJ,TE,W 22-16,7.1,0,0,0,0,0,0,1,2,0,1,0,0,0,1.2,0,0,Buf,Home,9/12/2023
257,Giovanni Ricci,Car,TE,L 10-24,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1.2,0,0,Atl,Away,9/12/2023
258,Zach Charbonnet,Sea,RB,L 13-30,7.6,0,0,0,3,11,0,0,0,0,0,0,0,0,1.1,0,0,LAR,Home,9/12/2023
259,Salvon Ahmed,Mia,RB,W 36-34,7,0,0,0,3,11,0,0,0,0,3,0,0,0,1.1,0,0,LAC,Away,9/12/2023
260,Daniel Bellinger,NYG,TE,L 0-40,2.2,0,0,0,0,0,0,1,1,0,1,0,0,0,1.1,0,0,Dal,Home,9/12/2023
261,Elijah Mitchell,SF,RB,W 30-7,6,0,0,0,5,10,0,0,0,0,1,0,0,0,1,0,0,Pit,Away,9/12/2023
262,Kadarius Toney,KC,WR,L 20-21,10.5,0,0,0,1,-1,0,1,1,0,5,0,0,0,1,0,0,Det,Home,9/12/2023
263,Joshua Dobbs,Ari,QB,L 16-20,12.2,132,0,0,3,-3,0,0,0,0,0,0,2,0,0.98,21,30,Wsh,Away,9/12/2023
264,Antonio Gibson,Wsh,RB,W 20-16,10.7,0,0,0,3,9,0,1,10,0,1,0,1,0,0.9,0,0,Ari,Home,9/12/2023
265,Deuce Vaughn,Dal,RB,W 40-0,3.3,0,0,0,6,8,0,0,0,0,0,0,0,0,0.8,0,0,NYG,Away,9/12/2023
266,Marvin Jones Jr.,Det,WR,W 21-20,8.3,0,0,0,0,0,0,2,8,0,6,0,1,0,0.8,0,0,KC,Away,9/12/2023
267,Chase Edmonds,TB,RB,W 20-17,4,0,0,0,2,8,0,0,0,0,0,0,0,0,0.8,0,0,Min,Away,9/12/2023
268,Trayveon Williams,Cin,RB,L 3-24,3.8,0,0,0,2,7,0,0,0,0,0,0,0,0,0.7,0,0,Cle,Away,9/12/2023
269,Chris Rodriguez Jr.,Wsh,RB,W 20-16,1.4,0,0,0,3,7,0,0,0,0,0,0,0,0,0.7,0,0,Ari,Home,9/12/2023
270,Tony Jones Jr.,NO,RB,W 16-15,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0.5,0,0,Ten,Home,9/12/2023
271,Skyy Moore,KC,WR,L 20-21,11.7,0,0,0,1,4,0,0,0,0,3,0,0,0,0.4,0,0,Det,Home,9/12/2023
272,Taysom Hill,NO,TE,W 16-15,7.5,0,0,0,3,4,0,0,0,0,1,0,0,0,0.4,0,0,Ten,Home,9/12/2023
273,Jaleel McLaughlin,Den,RB,L 16-17,3.9,0,0,0,0,0,0,1,-7,0,1,0,0,0,0.3,0,0,LV,Home,9/12/2023
274,Tyrod Taylor,NYG,QB,L 0-40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.24,2,2,Dal,Home,9/12/2023
275,Travis Kelce,KC,TE,L 20-21,0,,,,,,,,,,,,,,,,,Det,Home,9/12/2023
276,Cooper Kupp,LAR,WR,W 30-13,0,,,,,,,,,,,,,,,,,Sea,Away,9/12/2023
277,Mark Andrews,Bal,TE,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
278,Tee Higgins,Cin,WR,L 3-24,14.6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Cle,Away,9/12/2023
279,Jonathan Taylor,Ind,RB,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
280,Alvin Kamara,NO,RB,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
281,Dallas Goedert,Phi,TE,W 25-20,9.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NE,Away,9/12/2023
282,Christian Watson,GB,WR,W 38-20,0,,,,,,,,,,,,,,,,,Chi,Away,9/12/2023
283,Jerry Jeudy,Den,WR,L 16-17,0,,,,,,,,,,,,,,,,,LV,Home,9/12/2023
284,Zack Moss,Ind,RB,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
285,De'Von Achane,Mia,RB,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
286,Drake London,Atl,WR,W 24-10,12.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Car,Home,9/12/2023
287,DJ Chark Jr.,Car,WR,L 10-24,0,,,,,,,,,,,,,,,,,Atl,Away,9/12/2023
288,Rashaad Penny,Phi,RB,W 25-20,0,,,,,,,,,,,,,,,,,NE,Away,9/12/2023
289,Jeff Wilson Jr.,Mia,RB,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
290,Chigoziem Okonkwo,Ten,TE,L 15-16,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NO,Away,9/12/2023
291,Aaron Rodgers,NYJ,QB,W 22-16,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Buf,Home,9/12/2023
292,Jameson Williams,Det,WR,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
293,Kyler Murray,Ari,QB,L 16-20,0,,,,,,,,,,,,,,,,,Wsh,Away,9/12/2023
294,Kendre Miller,NO,RB,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
295,Hunter Renfrow,LV,WR,W 17-16,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Den,Away,9/12/2023
296,Chase Claypool,Chi,WR,L 20-38,7.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,GB,Home,9/12/2023
297,DeVante Parker,NE,WR,L 20-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/12/2023
298,Craig Reynolds,Det,RB,W 21-20,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,Away,9/12/2023
299,Cordarrelle Patterson,Atl,RB,W 24-10,0,,,,,,,,,,,,,,,,,Car,Home,9/12/2023
300,Jalin Hyatt,NYG,WR,L 0-40,2.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dal,Home,9/12/2023
301,Noah Fant,Sea,TE,L 13-30,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,Home,9/12/2023
302,Keaton Mitchell,Bal,RB,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
303,Aidan O'Connell,LV,QB,W 17-16,0,,,,,,,,,,,,,,,,,Den,Away,9/12/2023
304,Michael Mayer,LV,TE,W 17-16,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Den,Away,9/12/2023
305,Jelani Woods,Ind,TE,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
306,Mecole Hardman Jr.,NYJ,WR,W 22-16,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buf,Home,9/12/2023
307,John Metchie III,Hou,WR,L 9-25,0,,,,,,,,,,,,,,,,,Bal,Away,9/12/2023
308,Jameis Winston,NO,QB,W 16-15,0,,,,,,,,,,,,,,,,,Ten,Home,9/12/2023
309,Wan'Dale Robinson,NYG,WR,L 0-40,0,,,,,,,,,,,,,,,,,Dal,Home,9/12/2023
310,Tyquan Thornton,NE,WR,L 20-25,0,,,,,,,,,,,,,,,,,Phi,Home,9/12/2023
311,Nelson Agholor,Bal,WR,W 25-9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hou,Home,9/12/2023
312,Elijah Dotson,LAC,RB,L 34-36,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mia,Home,9/12/2023
313,Pierre Strong Jr.,Cle,RB,W 24-3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cin,Home,9/12/2023
314,Dorian Thompson-Robinson,Cle,QB,W 24-3,0,,,,,,,,,,,,,,,,,Cin,Home,9/12/2023
315,Gardner Minshew,Ind,QB,L 21-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jax,Home,9/12/2023
316,Chase Brown,Cin,RB,L 3-24,0,,,,,,,,,,,,,,,,,Cle,Away,9/12/2023
317,Randall Cobb,NYJ,WR,W 22-16,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Buf,Home,9/12/2023
318,Ameer Abdullah,LV,RB,W 17-16,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Den,Away,9/12/2023
319,Tom Brady,TB,QB,W 20-17,0,,,,,,,,,,,,,,,,,Min,Away,9/12/2023
320,Raheem Blackshear,Car,RB,L 10-24,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Away,9/12/2023
321,Jauan Jennings,SF,WR,W 30-7,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pit,Away,9/12/2023
322,Ronald Jones,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
323,Ronnie Bell,SF,WR,W 30-7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Away,9/12/2023
324,Isaiah Spiller,LAC,RB,L 34-36,0,,,,,,,,,,,,,,,,,Mia,Home,9/12/2023
325,Andy Dalton,Car,QB,L 10-24,0,,,,,,,,,,,,,,,,,Atl,Away,9/12/2023
326,Trey Lance,Dal,QB,W 40-0,0,,,,,,,,,,,,,,,,,NYG,Away,9/12/2023
327,Darnell Washington,Pit,TE,L 7-30,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Home,9/12/2023
328,Jonnu Smith,Atl,TE,W 24-10,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Car,Home,9/12/2023
329,Luke Schoonmaker,Dal,TE,W 40-0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,Away,9/12/2023
330,Trey Sermon,Ind,RB,L 21-31,0,,,,,,,,,,,,,,,,,Jax,Home,9/12/2023
331,Jimmy Graham,NO,TE,W 16-15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/12/2023
332,Brian Hoyer,LV,QB,W 17-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Den,Away,9/12/2023
333,Ronnie Rivers,LAR,RB,W 30-13,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sea,Away,9/12/2023
334,Sterling Shepard,NYG,WR,L 0-40,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dal,Home,9/12/2023
335,Cedric Tillman,Cle,WR,W 24-3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cin,Home,9/12/2023
336,Will Levis,Ten,QB,L 15-16,0,,,,,,,,,,,,,,,,,NO,Away,9/12/2023
337,Zach Evans,LAR,RB,W 30-13,0,,,,,,,,,,,,,,,,,Sea,Away,9/12/2023
338,Kyle Trask,TB,QB,W 20-17,0,,,,,,,,,,,,,,,,,Min,Away,9/12/2023
339,Kyle Juszczyk,SF,RB,W 30-7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Away,9/12/2023
340,Jordan Mason,SF,RB,W 30-7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Away,9/12/2023
341,Devin Duvernay,Bal,WR,W 25-9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hou,Home,9/12/2023
342,Dare Ogunbowale,Hou,RB,L 9-25,0,,,,,,,,,,,,,,,,,Bal,Away,9/12/2023
343,Kene Nwangwu,Min,RB,L 17-20,0,,,,,,,,,,,,,,,,,TB,Home,9/12/2023
344,Ke'Shawn Vaughn,TB,RB,W 20-17,0,,,,,,,,,,,,,,,,,Min,Away,9/12/2023
345,Dontayvion Wicks,GB,WR,W 38-20,4.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Chi,Away,9/12/2023
346,Myles Gaskin,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
347,Olamide Zaccheaus,Phi,WR,W 25-20,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,Away,9/12/2023
348,Eric Gray,NYG,RB,L 0-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dal,Home,9/12/2023
349,Marcus Mariota,Phi,QB,W 25-20,0,,,,,,,,,,,,,,,,,NE,Away,9/12/2023
350,Stetson Bennett,LAR,QB,W 30-13,0,,,,,,,,,,,,,,,,,Sea,Away,9/12/2023
351,Khalil Shakir,Buf,WR,L 16-22,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,Away,9/12/2023
352,Jake Bobo,Sea,WR,L 13-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAR,Home,9/12/2023
353,Hendon Hooker,Det,QB,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
354,Kayshon Boutte,NE,WR,L 20-25,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Phi,Home,9/12/2023
355,Mike White,Mia,QB,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
356,Jacoby Brissett,Wsh,QB,W 20-16,0,,,,,,,,,,,,,,,,,Ari,Home,9/12/2023
357,Emari Demercado,Ari,RB,L 16-20,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wsh,Away,9/12/2023
358,Jalen Tolbert,Dal,WR,W 40-0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NYG,Away,9/12/2023
359,Russell Gage,TB,WR,W 20-17,0,,,,,,,,,,,,,,,,,Min,Away,9/12/2023
360,Israel Abanikanda,NYJ,RB,W 22-16,0.5,,,,,,,,,,,,,,,,,Buf,Home,9/12/2023
361,Tucker Kraft,GB,TE,W 38-20,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi,Away,9/12/2023
362,C.J. Uzomah,NYJ,TE,W 22-16,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buf,Home,9/12/2023
363,Corey Davis,NYJ,WR,W 22-16,0,,,,,,,,,,,,,,,,,Buf,Home,9/12/2023
364,Taylor Heinicke,Atl,QB,W 24-10,0,,,,,,,,,,,,,,,,,Car,Home,9/12/2023
365,Ben Roethlisberger,Pit,QB,L 7-30,0,,,,,,,,,,,,,,,,,SF,Home,9/12/2023
366,Julius Chestnut,Ten,RB,L 15-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,Away,9/12/2023
367,Emanuel Wilson,GB,RB,W 38-20,0,,,,,,,,,,,,,,,,,Chi,Away,9/12/2023
368,Trent Sherfield,Buf,WR,L 16-22,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,Away,9/12/2023
369,Nyheim Hines,Buf,RB,L 16-22,0,,,,,,,,,,,,,,,,,NYJ,Away,9/12/2023
370,Tyler Huntley,Bal,QB,W 25-9,0,,,,,,,,,,,,,,,,,Hou,Home,9/12/2023
371,Charlie Jones,Cin,WR,L 3-24,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Away,9/12/2023
372,Hassan Haskins,Ten,RB,L 15-16,0,,,,,,,,,,,,,,,,,NO,Away,9/12/2023
373,Pharaoh Brown,NE,TE,L 20-25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phi,Home,9/12/2023
374,Robert Tonyan,Chi,TE,L 20-38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GB,Home,9/12/2023
375,Ben Skowronek,LAR,WR,W 30-13,5.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Sea,Away,9/12/2023
376,Tim Patrick,Den,WR,L 16-17,0,,,,,,,,,,,,,,,,,LV,Home,9/12/2023
377,Ray-Ray McCloud III,SF,WR,W 30-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pit,Away,9/12/2023
378,Cedrick Wilson Jr.,Mia,WR,W 36-34,0,,,,,,,,,,,,,,,,,LAC,Away,9/12/2023
379,Malik Willis,Ten,QB,L 15-16,0,,,,,,,,,,,,,,,,,NO,Away,9/12/2023
380,Isaiah McKenzie,Ind,WR,L 21-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jax,Home,9/12/2023
381,JaMycal Hasty,Jax,RB,W 31-21,0,,,,,,,,,,,,,,,,,Ind,Away,9/12/2023
382,Clayton Tune,Ari,QB,L 16-20,0,,,,,,,,,,,,,,,,,Wsh,Away,9/12/2023
383,Foster Moreau,NO,TE,W 16-15,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Home,9/12/2023
384,Mitch Trubisky,Pit,QB,L 7-30,0,,,,,,,,,,,,,,,,,SF,Home,9/12/2023
