,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
1501,Keith Kirkwood,NO,WR,W 20-17,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Car,Away,9/19/2023
1502,Jakob Johnson,LV,RB,L 10-38,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buf,Away,9/19/2023
1503,Armani Rogers,Wsh,TE,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1504,Davis Allen,LAR,TE,L 23-30,0,,,,,,,,,,,,,,,,,SF,Home,9/19/2023
1505,Eno Benjamin,NO,RB,W 20-17,0,,,,,,,,,,,,,,,,,Car,Away,9/19/2023
1506,Josh Whyle,Ten,TE,W 27-24,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,Home,9/19/2023
1507,Sony Michel,LAR,RB,L 23-30,0,,,,,,,,,,,,,,,,,SF,Home,9/19/2023
1508,Adam Prentice,NO,RB,W 20-17,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Car,Away,9/19/2023
1509,Lawrence Cager,NYG,TE,W 31-28,0,,,,,,,,,,,,,,,,,Ari,Away,9/19/2023
1510,John Ross,KC,WR,W 17-9,0,,,,,,,,,,,,,,,,,Jax,Away,9/19/2023
1511,Dax Milne,Wsh,WR,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1512,Nick Bellore,Sea,RB,W 37-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Det,Away,9/19/2023
1513,Josh Ali,Atl,WR,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1514,John FitzPatrick,Atl,TE,W 25-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GB,Home,9/19/2023
1515,Brandon Allen,SF,QB,W 30-23,0,,,,,,,,,,,,,,,,,LAR,Away,9/19/2023
1516,Chad Henne,KC,QB,W 17-9,0,,,,,,,,,,,,,,,,,Jax,Away,9/19/2023
1517,Ty Johnson,Buf,RB,W 38-10,0,,,,,,,,,,,,,,,,,LV,Home,9/19/2023
1518,Jody Fortson,KC,TE,W 17-9,0,,,,,,,,,,,,,,,,,Jax,Away,9/19/2023
1519,SSPD,Det,WR,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1520,Sam Ehlinger,Ind,QB,W 31-20,0,,,,,,,,,,,,,,,,,Hou,Away,9/19/2023
1521,SSPD,NO,QB,W 20-17,0,,,,,,,,,,,,,,,,,Car,Away,9/19/2023
1522,Josh Johnson,Bal,QB,W 27-24,0,,,,,,,,,,,,,,,,,Cin,Away,9/19/2023
1523,Khari Blasingame,Chi,RB,L 17-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,Away,9/19/2023
1524,Marlon Mack,Ari,RB,L 28-31,0,,,,,,,,,,,,,,,,,NYG,Home,9/19/2023
1525,MyCole Pruitt,Atl,TE,W 25-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GB,Home,9/19/2023
1526,Colton Dowell,Ten,WR,W 27-24,0,,,,,,,,,,,,,,,,,LAC,Home,9/19/2023
1527,Zander Horvath,Pit,RB,W 26-22,0,,,,,,,,,,,,,,,,,Cle,Home,9/19/2023
1528,La'Mical Perine,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1529,Tre Nixon,NE,WR,L 17-24,0,,,,,,,,,,,,,,,,,Mia,Home,9/19/2023
1530,Tim Boyle,NYJ,QB,L 10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dal,Away,9/19/2023
1531,Elijah Cooks,Jax,WR,L 9-17,0,,,,,,,,,,,,,,,,,KC,Home,9/19/2023
1532,Anthony Schwartz,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1533,Brayden Willis,SF,TE,W 30-23,0,,,,,,,,,,,,,,,,,LAR,Away,9/19/2023
1534,Nick Bawden,NYJ,RB,L 10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dal,Away,9/19/2023
1535,Mitchell Tinsley,Wsh,WR,W 35-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Den,Away,9/19/2023
1536,Case Keenum,Hou,QB,L 20-31,0,,,,,,,,,,,,,,,,,Ind,Home,9/19/2023
1537,Ashton Dulin,Ind,WR,W 31-20,0,,,,,,,,,,,,,,,,,Hou,Away,9/19/2023
1538,Kirk Merritt,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1539,Kearis Jackson,Ten,WR,W 27-24,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,Home,9/19/2023
1540,Payne Durham,TB,TE,W 27-17,0,,,,,,,,,,,,,,,,,Chi,Home,9/19/2023
1541,Jakeem Grant Sr.,Cle,WR,L 22-26,0,,,,,,,,,,,,,,,,,Pit,Away,9/19/2023
1542,Godwin Igwebuike,Pit,RB,W 26-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Home,9/19/2023
1543,Geoff Swaim,Ari,TE,L 28-31,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,Home,9/19/2023
1544,Penny Hart,Atl,WR,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1545,Nate Adkins,Den,TE,L 33-35,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wsh,Home,9/19/2023
1546,Jesper Horsted,LV,TE,L 10-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buf,Away,9/19/2023
1547,Avery Williams,Atl,RB,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1548,Matt Bushman,KC,TE,W 17-9,0,,,,,,,,,,,,,,,,,Jax,Away,9/19/2023
1549,Dez Fitzpatrick,Pit,WR,W 26-22,0,,,,,,,,,,,,,,,,,Cle,Home,9/19/2023
1550,Blake Jarwin,Dal,TE,W 30-10,0,,,,,,,,,,,,,,,,,NYJ,Home,9/19/2023
1551,Jared Bernhardt,Atl,WR,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1552,Joe Reed,Chi,WR,L 17-27,0,,,,,,,,,,,,,,,,,TB,Away,9/19/2023
1553,Nick Muse,Min,TE,L 28-34,0,,,,,,,,,,,,,,,,,Phi,Away,9/19/2023
1554,Jalen Virgil,Den,WR,L 33-35,0,,,,,,,,,,,,,,,,,Wsh,Home,9/19/2023
1555,Royce Freeman,LAR,RB,L 23-30,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Home,9/19/2023
1556,Nate Sudfeld,Det,QB,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1557,Carlos Hyde,Jax,RB,L 9-17,0,,,,,,,,,,,,,,,,,KC,Home,9/19/2023
1558,Brett Rypien,LAR,QB,L 23-30,0,,,,,,,,,,,,,,,,,SF,Home,9/19/2023
1559,Dwayne Washington,Den,RB,L 33-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wsh,Home,9/19/2023
1560,Qadree Ollison,Pit,RB,W 26-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cle,Home,9/19/2023
1561,Ben Sims,GB,TE,L 24-25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atl,Away,9/19/2023
1562,Sutton Smith,LV,RB,L 10-38,0,,,,,,,,,,,,,,,,,Buf,Away,9/19/2023
1563,Tyler Davis,GB,TE,L 24-25,0,,,,,,,,,,,,,,,,,Atl,Away,9/19/2023
1564,Devin Smith,Car,WR,L 17-20,0,,,,,,,,,,,,,,,,,NO,Home,9/19/2023
1565,Logan Woodside,Atl,QB,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1566,Michael Woods II,Cle,WR,L 22-26,0,,,,,,,,,,,,,,,,,Pit,Away,9/19/2023
1567,Shane Zylstra,Det,TE,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1568,Taiwan Jones,NYG,RB,W 31-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ari,Away,9/19/2023
1569,Kenny Yeboah,NYJ,TE,L 10-30,0,,,,,,,,,,,,,,,,,Dal,Away,9/19/2023
1570,Giovanni Ricci,Car,TE,L 17-20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,Home,9/19/2023
1571,Austin Walter,LV,RB,L 10-38,0,,,,,,,,,,,,,,,,,Buf,Away,9/19/2023
1572,Feleipe Franks,Atl,TE,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1573,Brittain Brown,LV,RB,L 10-38,0,,,,,,,,,,,,,,,,,Buf,Away,9/19/2023
1574,Tom Kennedy,Det,WR,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1575,Zach Davidson,Buf,TE,W 38-10,0,,,,,,,,,,,,,,,,,LV,Home,9/19/2023
1576,Tommy Sweeney,NYG,TE,W 31-28,0,,,,,,,,,,,,,,,,,Ari,Away,9/19/2023
1577,Lynn Bowden Jr.,NO,WR,W 20-17,0,,,,,,,,,,,,,,,,,Car,Away,9/19/2023
1578,Antonio Gandy-Golden,Wsh,TE,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1579,Parker Hesse,Atl,TE,W 25-24,0,,,,,,,,,,,,,,,,,GB,Home,9/19/2023
1580,Jack Doyle,Ind,TE,W 31-20,0,,,,,,,,,,,,,,,,,Hou,Away,9/19/2023
1581,Cethan Carter,Mia,TE,W 24-17,0,,,,,,,,,,,,,,,,,NE,Away,9/19/2023
1582,Troy Hairston,Hou,RB,L 20-31,0,,,,,,,,,,,,,,,,,Ind,Home,9/19/2023
1583,Ben Ellefson,Min,TE,L 28-34,0,,,,,,,,,,,,,,,,,Phi,Away,9/19/2023
1584,Seth Williams,Jax,WR,L 9-17,0,,,,,,,,,,,,,,,,,KC,Home,9/19/2023
1585,Stephen Sullivan,Car,TE,L 17-20,0,,,,,,,,,,,,,,,,,NO,Home,9/19/2023
1586,Juwann Winfree,Ind,WR,W 31-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hou,Away,9/19/2023
1587,Austin Trammell,LAR,WR,L 23-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF,Home,9/19/2023
1588,Curtis Hodges,Wsh,TE,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1589,Chris Hogan,NO,WR,W 20-17,0,,,,,,,,,,,,,,,,,Car,Away,9/19/2023
1590,Kaden Smith,Wsh,TE,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1591,Sammis Reyes,Jax,TE,L 9-17,0,,,,,,,,,,,,,,,,,KC,Home,9/19/2023
1592,Brandon Dillon,Wsh,TE,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1593,Chris Myarick,NYG,TE,W 31-28,0,,,,,,,,,,,,,,,,,Ari,Away,9/19/2023
1594,Malcolm Perry,NE,WR,L 17-24,0,,,,,,,,,,,,,,,,,Mia,Home,9/19/2023
1595,Diontae Spencer,NYJ,WR,L 10-30,0,,,,,,,,,,,,,,,,,Dal,Away,9/19/2023
1596,Kyle Allen,Buf,QB,W 38-10,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2,0,0,LV,Home,9/19/2023
1597,Velus Jones Jr.,Chi,WR,L 17-27,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,-0.3,0,0,TB,Away,9/19/2023
1598,Gunner Olszewski,Pit,WR,W 26-22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,Cle,Home,9/19/2023
1599,Richie James,KC,WR,W 17-9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,0,0,Jax,Away,9/19/2023
1600,Brandon Powell,Min,WR,L 28-34,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,Phi,Away,9/19/2023
1601,Kareem Hunt,Cle,RB,L 22-26,0,,,,,,,,,,,,,,,,,Pit,Away,9/19/2023
1602,Leonard Fournette,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1603,Zonovan Knight,Det,RB,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1604,Kenyan Drake,Bal,RB,W 27-24,0,,,,,,,,,,,,,,,,,Cin,Away,9/19/2023
1605,Malik Davis,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1606,Robbie Chosen,Mia,WR,W 24-17,0,,,,,,,,,,,,,,,,,NE,Away,9/19/2023
1607,Antonio Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1608,Trevor Siemian,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1609,Rob Gronkowski,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1610,Kevin Harris,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1611,James Robinson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1612,Corey Clement,Ari,RB,L 28-31,0,,,,,,,,,,,,,,,,,NYG,Home,9/19/2023
1613,Adrian Peterson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1614,Julio Jones,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1615,Jermar Jefferson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1616,DeWayne McBride,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1617,Malik Cunningham,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1618,Trace McSorley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1619,Colt McCoy,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1620,Zack Kuntz,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1621,Max Duggan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1622,Deneric Prince,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1623,Matt Corral,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1624,Tanner Hudson,Cin,TE,L 24-27,0,,,,,,,,,,,,,,,,,Bal,Home,9/19/2023
1625,John Kelly Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1626,Carson Wentz,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1627,Chase Cota,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1628,Jarvis Landry,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1629,Binjimen Victor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1630,Mohamed Ibrahim,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1631,Joseph Ngata,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1632,Bryce Perkins,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1633,Roger Carter Jr.,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1634,Austin Watkins Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1635,Josh Gordon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1636,David Moore,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1637,D'vonte Price,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1638,Joe Flacco,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1639,Matt Barkley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1640,Derek Watt,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1641,Cole Beasley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1642,Ben DiNucci,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1643,Grant DuBose,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1644,Mark Ingram II,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1645,A.J. Green,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1646,J.J. Taylor,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1647,Simi Fehoko,LAC,WR,L 24-27,0,,,,,,,,,,,,,,,,,Ten,Away,9/19/2023
1648,Darrell Henderson Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1649,Mike Glennon,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1650,Jonathan Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1651,Marquez Callaway,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1652,Matt Ryan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1653,Rex Burkhead,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1654,Dan Arnold,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1655,Laquon Treadwell,Bal,WR,W 27-24,0,,,,,,,,,,,,,,,,,Cin,Away,9/19/2023
1656,Snoop Conner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1657,Anthony Brown,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1658,Nick Foles,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1659,KJ Hamler,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1660,Caleb Huntley,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1661,Kenny Golladay,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1662,Devon Allen,Phi,WR,W 34-28,0,,,,,,,,,,,,,,,,,Min,Home,9/19/2023
1663,Amari Rodgers,Ind,WR,W 31-20,0,,,,,,,,,,,,,,,,,Hou,Away,9/19/2023
1664,PJ Walker,Cle,QB,L 22-26,0,,,,,,,,,,,,,,,,,Pit,Away,9/19/2023
1665,Eric Saubert,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1666,Carson Strong,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1667,Adam Humphries,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1668,Chase Allen,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1669,Spencer Brown,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1670,Denzel Mims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1671,Paul Quessenberry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1672,Tyler Badie,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1673,T.Y. Hilton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1674,Kurt Benkert,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1675,Jared Cook,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1676,Wendell Smallwood,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1677,Lew Nichols,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1678,Scotty Washington,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1679,David Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1680,Sammy Watkins,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1681,Maurice Alexander,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1682,Chris Conley,SF,WR,W 30-23,0,,,,,,,,,,,,,,,,,LAR,Away,9/19/2023
1683,Devonta Freeman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1684,J.D. McKissic,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1685,Johnny Johnson III,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1686,Dante Pettis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1687,Ian Book,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1688,Mataeo Durant,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1689,Jalen Wydermyer,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1690,Will Grier,NE,QB,L 17-24,0,,,,,,,,,,,,,,,,,Mia,Home,9/19/2023
1691,Montrell Washington,KC,WR,W 17-9,0,,,,,,,,,,,,,,,,,Jax,Away,9/19/2023
1692,Damien Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1693,Chris Carson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1694,Shi Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1695,N'Keal Harry,Min,WR,L 28-34,0,,,,,,,,,,,,,,,,,Phi,Away,9/19/2023
1696,Darrynton Evans,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1697,Braylon Sanders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1698,Josh Adams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1699,Andy Isabella,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1700,O.J. Howard,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1701,DeSean Jackson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1702,Shane Buechele,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1703,Ethan Fernea,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1704,Ethan Wolf,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1705,Benny Snell Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1706,Chris Oladokun,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1707,Kyle Rudolph,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1708,J.J. Arcega-Whiteside,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1709,SSPD,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1710,Greg Ward,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1711,Lucas Krull,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1712,Willie Snead IV,SF,WR,W 30-23,0,,,,,,,,,,,,,,,,,LAR,Away,9/19/2023
1713,Hakeem Butler,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1714,Josh Rosen,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1715,Jake Fromm,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1716,Larry Rountree III,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1717,Kwamie Lassiter II,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1718,Zach Gentry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1719,Darrel Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1720,Tavon Austin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1721,Rashard Higgins,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1722,Irvin Charles,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1723,Daylen Baldwin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1724,D.J. Montgomery,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1725,Kellen Mond,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1726,Cade Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1727,Nakia Griffin-Stewart,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1728,Danny Amendola,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1729,Matt Sokol,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1730,Kalen Ballage,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1731,Abram Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1732,Steven Sims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1733,Jake Tonges,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1734,Alex Erickson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1735,Reid Sinnett,Cin,QB,L 24-27,0,,,,,,,,,,,,,,,,,Bal,Home,9/19/2023
1736,Mason Kinsey,Ten,WR,W 27-24,0,,,,,,,,,,,,,,,,,LAC,Home,9/19/2023
1737,Isaiah Ford,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1738,Kendall Hinton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1739,Tyler Mabry,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1740,Ty'Son Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1741,Isaiah Zuber,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1742,James Washington,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1743,Anthony Gordon,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1744,Phillip Lindsay,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1745,Marquez Stevenson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1746,Dontrell Hilliard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1747,Jeremy Sprinkle,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1748,Bryan Edwards,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1749,Devin Asiasi,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1750,Racey McMath,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1751,KeeSean Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1752,Breshad Perriman,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1753,Malcolm Brown,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1754,T.J. Vasher,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1755,Derrick Gore,Wsh,RB,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1756,David Blough,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1757,Jaret Patterson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1758,William Fuller V,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1759,James O'Shaughnessy,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1760,Patrick Laird,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1761,Mike Thomas,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1762,Ryan Griffin,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
